id	question_id	choice	choice_number	created_at	updated_at	is_correct	correct_answer	order_id	media_type	media_url	shuffle_order_id	percentage_of_answer
12924	2585	Ensure that the fat emulsion infusion rate is infusing at the prescribed rate and keep the rate that way	3	2019-05-24 03:15:38	2020-05-30 08:04:41	1	NULL	NULL	NULL	NULL	NULL	80
12925	2585	Stop the infusion and inform the physician	4	2019-05-24 03:15:38	2020-07-19 18:45:17	0	NULL	NULL	NULL	NULL	NULL	14
12926	2586	Hypersensitivity to the IV solution	1	2019-05-24 03:16:52	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	0
12927	2586	Infiltration of the IV line	2	2019-05-24 03:16:52	2020-06-26 10:26:26	0	NULL	NULL	NULL	NULL	NULL	28
12928	2586	Phlebitis of the vein	3	2019-05-24 03:16:52	2020-06-26 09:57:49	1	NULL	NULL	NULL	NULL	NULL	70
12929	2586	Allergic reaction to the IV catheter material	4	2019-05-24 03:16:52	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	1
12930	2587	Get a new IV tubing	1	2019-05-24 03:18:20	2020-07-19 21:44:00	1	NULL	NULL	NULL	NULL	NULL	66
12931	2587	Discard the old needleless device and attach a new one	2	2019-05-24 03:18:20	2020-07-14 14:08:02	0	NULL	NULL	NULL	NULL	NULL	21
12932	2587	Wipe the distal end of the tubing with Betadine to render is sterile	3	2019-05-24 03:18:20	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	2
12933	2587	Scrub the needleless device with an alcohol swab	4	2019-05-24 03:18:20	2020-07-14 14:08:02	0	NULL	NULL	NULL	NULL	NULL	10
12934	2588	Lethargy	1	2019-05-24 03:20:26	2020-06-03 18:16:02	0	NULL	NULL	NULL	NULL	NULL	2
12935	2588	Preoccupation with body parts	2	2019-05-24 03:20:26	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	5
12936	2588	Poor verbal skills	3	2019-05-24 03:20:26	2020-07-19 12:44:16	0	NULL	NULL	NULL	NULL	NULL	3
12937	2588	Short attention span	4	2019-05-24 03:20:26	2020-06-26 22:03:06	1	NULL	NULL	NULL	NULL	NULL	90
12938	2589	The child displays appropriate behaviors during each situation	1	2019-05-24 03:22:49	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	6
12939	2589	The child seeks to contact her parents	2	2019-05-24 03:22:49	2020-06-04 11:43:47	0	NULL	NULL	NULL	NULL	NULL	5
12940	2589	The child becomes an achiever in school and advanced developmental growth	3	2019-05-24 03:22:49	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	5
12941	2589	The child becomes aloof and isolated from peers	4	2019-05-24 03:22:49	2020-07-18 22:03:44	1	NULL	NULL	NULL	NULL	NULL	83
12942	2590	“Everyone is nervous before any surgery. What you feel is completely normal.”	1	2019-05-24 03:25:34	2020-06-29 23:22:15	0	NULL	NULL	NULL	NULL	NULL	6
12943	2590	“Here’s what’s going to happen to you during the procedure. I will explain to you in detail.”	2	2019-05-24 03:25:34	2020-07-13 07:45:19	0	NULL	NULL	NULL	NULL	NULL	4
12944	2590	“Can you tell me what you have been told about the surgery?”	3	2019-05-24 03:25:34	2020-07-13 07:45:19	1	NULL	NULL	NULL	NULL	NULL	82
12945	2590	“Let me tell you about the care you will receive and the pain you should anticipate after the surgery.”	4	2019-05-24 03:25:34	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	8
12946	2591	“Aspirin can possibly cause bleeding even after surgery.”	1	2019-05-24 03:29:06	2020-05-31 09:39:50	0	NULL	NULL	NULL	NULL	NULL	3
12947	2591	"Aspirin can adversely affect my clotting ability"	2	2019-05-24 03:29:06	2020-06-18 11:10:21	0	NULL	NULL	NULL	NULL	NULL	2
12948	2591	“I should stop Aspirin one day prior to my surgery.”	3	2019-05-24 03:29:06	2020-07-16 15:59:27	1	NULL	NULL	NULL	NULL	NULL	85
12949	2591	“It is important that I talk to my physician about the possibility of stopping aspirin before the surgery.”	4	2019-05-24 03:29:06	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	10
12950	2592	The client is growing increasingly restless	1	2019-05-24 03:34:04	2020-05-30 08:04:41	1	NULL	NULL	NULL	NULL	NULL	66
12951	2592	The client has a blood pressure of 187/78 mmHg	2	2019-05-24 03:34:04	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	27
12952	2592	The client has a pulse rate of 89 bpm	3	2019-05-24 03:34:04	2020-07-17 16:50:27	0	NULL	NULL	NULL	NULL	NULL	1
12953	2592	Hypoactive bowel sounds were found upon auscultation of 4 quadrants	4	2019-05-24 03:34:04	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	6
12954	2593	A client complaining of mild after pains	1	2019-05-24 03:37:41	2020-06-09 03:45:39	0	NULL	NULL	NULL	NULL	NULL	4
12955	2593	A client with a pulse rate of 65 bpm	2	2019-05-24 03:37:41	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	8
12956	2593	A client with colostrum discharge from both breasts	3	2019-05-24 03:37:41	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	2
12957	2593	A client with red, foul-smelling lochia	4	2019-05-24 03:37:41	2020-05-30 08:04:41	1	NULL	NULL	NULL	NULL	NULL	87
12958	2594	Place the client in Trendelenburg position	1	2019-05-24 03:40:05	2020-07-19 06:31:41	0	NULL	NULL	NULL	NULL	NULL	42
12959	2594	Review the pre-delivery Hemoglobin and Hematocrit	2	2019-05-24 03:40:05	2020-07-19 15:21:49	0	NULL	NULL	NULL	NULL	NULL	21
12960	2594	Instruct client to get out of bed slowly and ask for help when ambulating	3	2019-05-24 03:40:05	2020-07-10 00:01:20	1	NULL	NULL	NULL	NULL	NULL	30
12961	2594	Inform the nursery nurse to delay rooming in until the client is stable	4	2019-05-24 03:40:05	2020-07-18 14:11:15	0	NULL	NULL	NULL	NULL	NULL	6
12962	2595	5 mg/dL	1	2019-05-24 03:41:06	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	12
12963	2595	15 mg/dL	2	2019-05-24 03:41:06	2020-07-06 10:49:46	1	NULL	NULL	NULL	NULL	NULL	76
12964	2595	27 mg/dL	3	2019-05-24 03:41:06	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	8
12965	2595	34 mg/dL	4	2019-05-24 03:41:06	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	4
12966	2596	Avoiding infection	1	2019-05-24 03:43:42	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	6
12967	2596	Taking in adequate fluids	2	2019-05-24 03:43:42	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	5
12968	2596	Preventing and recognizing hypoglycemia	3	2019-05-24 03:43:42	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	23
12969	2596	Preventing and recognizing hyperglycemia	4	2019-05-24 03:43:42	2020-06-29 16:39:08	1	NULL	NULL	NULL	NULL	NULL	66
12970	2597	Blueberries, cream of wheat, coffee	1	2019-05-24 03:45:55	2020-07-19 02:00:51	1	NULL	NULL	NULL	NULL	NULL	51
12971	2597	Bacon, banana, orange juice	2	2019-05-24 03:45:55	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	12
12972	2597	Sausage and eggs, cantaloupe melon, tomato juice	3	2019-05-24 03:45:55	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	21
12973	2597	Cured pork, grits, kiwi, orange juice	4	2019-05-24 03:45:55	2020-06-20 12:59:17	0	NULL	NULL	NULL	NULL	NULL	16
12974	2598	Gelatin	1	2019-05-24 03:47:46	2020-07-16 07:02:06	0	NULL	NULL	NULL	NULL	NULL	22
12975	2598	Tea	2	2019-05-24 03:47:46	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	13
12976	2598	Custard	3	2019-05-24 03:47:46	2020-07-14 08:12:09	1	NULL	NULL	NULL	NULL	NULL	54
12977	2598	Popsicle	4	2019-05-24 03:47:46	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	10
12978	2599	Increased hemoglobin level	1	2019-05-24 03:51:40	2020-06-26 20:07:40	0	NULL	NULL	NULL	NULL	NULL	14
12979	2599	Increased hematocrit level	2	2019-05-24 03:51:40	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	12
12980	2599	Client’s temperature has returned to normal from a febrile state	3	2019-05-24 03:51:40	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	6
12981	2599	Decreased oozing of blood from puncture sites and gums	4	2019-05-24 03:51:40	2020-06-19 18:16:11	1	NULL	NULL	NULL	NULL	NULL	67
12982	2600	“Have you experienced receiving a blood transfusion before?”	1	2019-05-24 03:53:17	2020-07-17 08:32:33	1	NULL	NULL	NULL	NULL	NULL	69
12983	2600	“Do you know why you need the transfusion?”	2	2019-05-24 03:53:17	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	6
12984	2600	“Have you experienced going into shock for any reason in the past?”	3	2019-05-24 03:53:17	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	7
12985	2600	“Are you aware of the complications and risks of a blood transfusion?”	4	2019-05-24 03:53:17	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	17
12986	2601	Wearing gloves when handling the client’s bedpan	1	2019-05-24 03:54:28	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	3
12987	2601	Keeping all of the client’s linens in the room until the implant is removed	2	2019-05-24 03:54:28	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	11
12988	2601	Wearing a lead apron when direct care is provided to the client	3	2019-05-24 03:54:28	2020-07-17 17:51:02	0	NULL	NULL	NULL	NULL	NULL	14
12989	2601	Placing the client in a semiprivate room at the end of the hallway	4	2019-05-24 03:54:28	2020-05-30 08:04:41	1	NULL	NULL	NULL	NULL	NULL	71
12990	2602	A client recovering from Guillain-Barre syndrome complaining of constant fatigue	1	2019-05-24 03:56:55	2020-07-04 14:17:21	0	NULL	NULL	NULL	NULL	NULL	32
12991	2602	A client with a Stage 3 and Stage 4 pressure ulcer on the sacral area	2	2019-05-24 03:56:55	2020-06-07 02:47:04	1	NULL	NULL	NULL	NULL	NULL	42
12992	2602	A 2-week post operative laryngectomy client due to laryngeal cancer	3	2019-05-24 03:56:55	2020-07-05 13:50:10	0	NULL	NULL	NULL	NULL	NULL	19
12993	2602	A client being discharged from home health services in the coming week.	4	2019-05-24 03:56:55	2020-07-06 22:08:45	0	NULL	NULL	NULL	NULL	NULL	6
12994	2603	The client complains that she has trouble covering up her rashes on her nose	1	2019-05-24 04:00:35	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	10
12995	2603	She requests the unlicensed assistive personnel to close the blinds in her room complaining about the sunlight	2	2019-05-24 04:00:35	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	6
12996	2603	The client reports of a bright red color in the commode	3	2019-05-24 04:00:35	2020-06-29 22:04:36	1	NULL	NULL	NULL	NULL	NULL	74
12997	2603	The client reports of joint pain and requests pain medication	4	2019-05-24 04:00:35	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	9
12998	2604	Tell the night charge nurse to ensure the night nurse performs her work	1	2019-05-24 04:16:36	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	3
12999	2604	Talk to the nurse regarding the complaint and discuss the care provided	2	2019-05-24 04:16:36	2020-07-19 23:57:13	0	NULL	NULL	NULL	NULL	NULL	75
13000	2604	Discuss the situation with the client’s family making the complaint	3	2019-05-24 04:16:36	2020-05-30 08:04:41	1	NULL	NULL	NULL	NULL	NULL	21
13001	2604	Take note of the complaint and place it in the employee’s file	4	2019-05-24 04:16:36	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	1
13002	2605	An elevated amylase result on a client diagnosed with acute pancreatitis	1	2019-05-24 04:27:53	2020-07-06 14:00:18	0	NULL	NULL	NULL	NULL	NULL	9
13003	2605	Elevated WBC counts on a client with a septic leg wound	2	2019-05-24 04:27:53	2020-07-19 11:02:30	0	NULL	NULL	NULL	NULL	NULL	14
13004	2605	A client receiving chemotherapy with a urinalysis showing many bacteria	3	2019-05-24 04:27:53	2020-07-18 09:07:52	1	NULL	NULL	NULL	NULL	NULL	47
13005	2605	A client with Type 1 Diabetes having a serum glucose of 235 mg/dl	4	2019-05-24 04:27:53	2020-07-18 01:32:33	0	NULL	NULL	NULL	NULL	NULL	30
13006	2606	Calcium	1	2019-05-24 04:31:11	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	2
13007	2606	Magnesium	2	2019-05-24 04:31:11	2020-07-15 15:30:39	0	NULL	NULL	NULL	NULL	NULL	4
13008	2606	Sodium	3	2019-05-24 04:31:11	2020-07-15 11:28:19	0	NULL	NULL	NULL	NULL	NULL	2
13009	2606	Aspirin	4	2019-05-24 04:31:11	2020-05-30 08:04:41	1	NULL	NULL	NULL	NULL	NULL	91
13010	2607	Withhold the lactulose.	1	2019-05-26 22:09:34	2020-07-14 14:01:42	0	NULL	NULL	NULL	NULL	NULL	13
13011	2607	Give only 3 ml lactulose instead of 30 ml.	2	2019-05-26 22:09:34	2020-07-14 14:21:46	0	NULL	NULL	NULL	NULL	NULL	2
13012	2607	Give 30 ml lactulose with juice and monitor blood ammonia.	3	2019-05-26 22:09:34	2020-07-16 08:47:11	1	NULL	NULL	NULL	NULL	NULL	33
13013	2607	Give 30ml lactulose and correct the client that he may take additional laxatives.	4	2019-05-26 22:09:34	2020-07-17 05:01:41	0	NULL	NULL	NULL	NULL	NULL	51
13014	2608	Hold administration and contact the healthcare provider first to clarify the dosage calculation	1	2019-05-26 22:11:03	2020-07-09 01:59:41	1	NULL	NULL	NULL	NULL	NULL	30
13015	2608	Administer 0.2ml of the medication instead of the calculated volume of 2.5ml	2	2019-05-26 22:11:03	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	1
13016	2608	Go ahead and administer the prescribed dose while monitoring the client for signs of bleeding	3	2019-05-26 22:11:03	2020-06-23 13:43:27	0	NULL	NULL	NULL	NULL	NULL	20
13017	2608	Administer the medication as prescribed and institute bleeding precautions and instruct the client to stay on bed to prevent injury	4	2019-05-26 22:11:03	2020-07-09 21:43:10	0	NULL	NULL	NULL	NULL	NULL	48
13018	2609	Hold medication administration and clarify with the physician first	1	2019-05-26 22:12:34	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	8
13019	2609	Administer 1 tablet only instead of the calculated dosage	2	2019-05-26 22:12:34	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	0
13020	2609	Administer the medication as prescribed and monitor patient’s cardiac function	3	2019-05-26 22:12:34	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	6
13021	2609	Reinforce client teaching and administer medication as prescribed	4	2019-05-26 22:12:34	2020-05-30 08:04:41	1	NULL	NULL	NULL	NULL	NULL	85
13022	2610	Famotidine (Pepcid)	1	2019-05-26 22:13:59	2020-06-15 20:14:13	0	NULL	NULL	NULL	NULL	NULL	13
13023	2610	Ranitidine (Zantac)	2	2019-05-26 22:13:59	2020-07-08 08:34:16	0	NULL	NULL	NULL	NULL	NULL	19
13024	2610	Sucralfate (Carafate)	3	2019-05-26 22:13:59	2020-07-05 01:51:36	1	NULL	NULL	NULL	NULL	NULL	56
13025	2610	Cimetidine (Tagamet)	4	2019-05-26 22:13:59	2020-06-11 07:42:29	0	NULL	NULL	NULL	NULL	NULL	11
13026	2611	The client is not infectious because the virus is dormant	1	2019-05-26 22:15:40	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	4
13027	2611	The client is only infectious is he/she manifests symptoms	2	2019-05-26 22:15:40	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	3
13028	2611	The client is considered infectious for life	3	2019-05-26 22:15:40	2020-07-17 12:32:47	1	NULL	NULL	NULL	NULL	NULL	72
13029	2611	Specific tests will determine whether the client is infectious or not	4	2019-05-26 22:15:40	2020-07-10 16:46:13	0	NULL	NULL	NULL	NULL	NULL	20
13030	2612	Milk	1	2019-05-26 22:16:40	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	6
13031	2612	Antacid	2	2019-05-26 22:16:40	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	1
13032	2612	Orange juice	3	2019-05-26 22:16:40	2020-07-06 18:34:37	1	NULL	NULL	NULL	NULL	NULL	86
13033	2612	Water	4	2019-05-26 22:16:40	2020-07-19 23:52:56	0	NULL	NULL	NULL	NULL	NULL	7
13034	2613	Providing the client an eye patch to apply to the affected eye at all times	1	2019-05-26 22:18:09	2020-06-26 16:35:51	0	NULL	NULL	NULL	NULL	NULL	40
13035	2613	Instruct the client to keep both eyes closed	2	2019-05-26 22:18:09	2020-06-17 17:46:14	0	NULL	NULL	NULL	NULL	NULL	2
13036	2613	Evaluate the pupil’s reaction to light and accommodation	3	2019-05-26 22:18:09	2020-06-15 17:59:53	0	NULL	NULL	NULL	NULL	NULL	15
13037	2613	Obtaining a physician’s order for application of eye lubricant	4	2019-05-26 22:18:09	2020-05-30 08:04:41	1	NULL	NULL	NULL	NULL	NULL	42
13038	2614	To instruct the client to be on strict bed rest	1	2019-05-26 22:19:33	2020-06-09 04:05:07	1	NULL	NULL	NULL	NULL	NULL	57
13039	2614	Gently massage the affected calf	2	2019-05-26 22:19:33	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	2
13040	2614	Apply ice packs on the affected leg to relieve pain	3	2019-05-26 22:19:33	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	13
13041	2614	Encourage client to perform active leg exercises especially on the affected leg	4	2019-05-26 22:19:33	2020-06-23 01:02:31	0	NULL	NULL	NULL	NULL	NULL	28
13042	2615	Evaluate onset, frequency and severity of symptoms	1	2019-05-26 22:20:56	2020-05-31 08:58:10	1	NULL	NULL	NULL	NULL	NULL	72
13043	2615	Ensure food is heated before the client eats	2	2019-05-26 22:20:56	2020-06-11 02:46:28	0	NULL	NULL	NULL	NULL	NULL	3
13044	2615	Provide venues for relaxation or distraction	3	2019-05-26 22:20:56	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	5
13045	2615	Limit client’s intake to a soft, bland diet	4	2019-05-26 22:20:56	2020-06-07 08:35:24	0	NULL	NULL	NULL	NULL	NULL	20
13046	2616	Attempt to carefully remove the glass from the eye	1	2019-05-26 22:22:53	2020-06-10 18:06:19	0	NULL	NULL	NULL	NULL	NULL	4
13047	2616	Reassure the worker that everything is okay	2	2019-05-26 22:22:53	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	2
13048	2616	Administer a sedative for pain relief	3	2019-05-26 22:22:53	2020-07-09 12:51:37	0	NULL	NULL	NULL	NULL	NULL	11
13049	2616	Advise the worker to rest in a sitting position until expert care arrives	4	2019-05-26 22:22:53	2020-07-07 16:31:55	1	NULL	NULL	NULL	NULL	NULL	83
13050	2617	Metabolic acidosis	1	2019-05-26 22:23:59	2020-06-11 19:57:19	1	NULL	NULL	NULL	NULL	NULL	67
13051	2617	Metabolic alkalosis	2	2019-05-26 22:23:59	2020-07-18 21:19:00	0	NULL	NULL	NULL	NULL	NULL	28
13052	2617	Malnutrition	3	2019-05-26 22:23:59	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	2
13053	2617	Malabsorption	4	2019-05-26 22:23:59	2020-07-11 11:33:27	0	NULL	NULL	NULL	NULL	NULL	3
13054	2618	Serve client a full meal	1	2019-05-26 22:27:07	2020-05-31 08:59:13	0	NULL	NULL	NULL	NULL	NULL	4
13055	2618	Collect a sputum sample for culture	2	2019-05-26 22:27:07	2020-07-02 23:21:32	1	NULL	NULL	NULL	NULL	NULL	86
13056	2618	Check the client’s vital signs	3	2019-05-26 22:27:07	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	4
13057	2618	Assess the client’s oxygen saturation	4	2019-05-26 22:27:07	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	5
13058	2619	The proper technique for sitz bath	1	2019-05-26 23:08:49	2020-07-10 22:56:28	1	NULL	NULL	NULL	NULL	NULL	69
13059	2619	Restricting fluid intake for 24 hours	2	2019-05-26 23:08:49	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	1
13060	2619	Laxative administration upon discharge	3	2019-05-26 23:08:49	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	20
13061	2619	Lying in the recumbent position	4	2019-05-26 23:08:49	2020-06-23 08:50:11	0	NULL	NULL	NULL	NULL	NULL	9
13062	2620	Case management	1	2019-05-26 23:10:29	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	3
13063	2620	Team	2	2019-05-26 23:10:29	2020-07-06 06:26:15	0	NULL	NULL	NULL	NULL	NULL	27
13064	2620	Functional	3	2019-05-26 23:10:29	2020-07-15 01:42:34	1	NULL	NULL	NULL	NULL	NULL	67
13065	2620	Primary	4	2019-05-26 23:10:29	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	2
13066	2621	“Fine. I’ll give the digoxin now but this patient will die.”	1	2019-05-26 23:11:53	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	1
13067	2621	“I don’t have to listen to anyone like you.”	2	2019-05-26 23:11:53	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	1
13068	2621	“Don’t you raise your voice at me again or we’ll see who gets fired.”	3	2019-05-26 23:11:53	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	1
13069	2621	“I think we should discuss this with the pharmacist or the unit manager now.”	4	2019-05-26 23:11:53	2020-07-12 21:58:42	1	NULL	NULL	NULL	NULL	NULL	98
13070	2622	Do not let the new nurse perform any duties until orientation is completed.	1	2019-05-26 23:13:14	2020-07-13 02:35:01	0	NULL	NULL	NULL	NULL	NULL	20
13071	2622	The new nurse may perform patient care since he/she is already licensed	2	2019-05-26 23:13:14	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	6
13072	2622	Provide the nurse with necessary educational materials/modules, then allow the nurse to proceed with patient care	3	2019-05-26 23:13:14	2020-07-19 20:14:40	0	NULL	NULL	NULL	NULL	NULL	15
13073	2622	Give the new nurse a peer to assist with care while assessing competency	4	2019-05-26 23:13:14	2020-07-15 15:50:25	1	NULL	NULL	NULL	NULL	NULL	59
13074	2623	Lack of follow up or evaluation for PRN medications	1	2019-05-26 23:14:28	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	19
13075	2623	Uncharted medications after administration	2	2019-05-26 23:14:28	2020-07-06 23:25:43	0	NULL	NULL	NULL	NULL	NULL	10
13076	2623	Delayed arrival of medications on the unit	3	2019-05-26 23:14:28	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	5
13077	2623	Occurrence of unusually high number of medication errors	4	2019-05-26 23:14:28	2020-05-30 08:04:41	1	NULL	NULL	NULL	NULL	NULL	66
13078	2624	“When the mucus plug is out.”	1	2019-05-26 23:15:52	2020-07-19 09:49:12	0	NULL	NULL	NULL	NULL	NULL	14
13079	2624	“When you feel a heaviness in your bladder.”	2	2019-05-26 23:15:52	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	7
13080	2624	“When you see a large gush of fluid coming out of your vagina.”	3	2019-05-26 23:15:52	2020-07-18 01:37:11	1	NULL	NULL	NULL	NULL	NULL	78
13081	2624	“When you feel nauseated and vomit altogether.”	4	2019-05-26 23:15:52	2020-06-04 09:40:17	0	NULL	NULL	NULL	NULL	NULL	1
13082	2625	Inspect the site, check the latest vital signs record	1	2019-05-26 23:17:11	2020-07-08 23:30:06	0	NULL	NULL	NULL	NULL	NULL	13
13083	2625	Palpate the femoral pulses and observe patient’s ability to ambulate	2	2019-05-26 23:17:11	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	9
13084	2625	Inspect and palpate for Homan’s sign	3	2019-05-26 23:17:11	2020-06-11 10:38:41	1	NULL	NULL	NULL	NULL	NULL	67
13085	2625	Assess for pedal edema, check blood pressure on the leg	4	2019-05-26 23:17:11	2020-05-30 08:04:41	0	NULL	NULL	NULL	NULL	NULL	11
13086	2626	“You’re off to a great start! Tea has much less caffeine than coffee.”	1	2019-05-26 23:18:27	2020-05-30 08:04:42	0	NULL	NULL	NULL	NULL	NULL	6
13087	2626	“A great addition to your cup of tea would be a little lemon. It’s going to help you absorb your iron pill better.”	2	2019-05-26 23:18:27	2020-06-25 18:35:38	1	NULL	NULL	NULL	NULL	NULL	52
13088	2626	“Right now your iron levels are low. Please eliminate all caffeine.”	3	2019-05-26 23:18:27	2020-06-25 20:27:47	0	NULL	NULL	NULL	NULL	NULL	39
13089	2626	“That’s alright. Drinking coffee or tea won’t affect the fetus.”	4	2019-05-26 23:18:27	2020-05-30 08:04:42	0	NULL	NULL	NULL	NULL	NULL	3
13090	2627	“Keeping your baby on a 4 hourly schedule would help slow the milk production and lessen the engorgement.”	1	2019-05-27 08:08:16	2020-07-18 14:12:07	0	NULL	NULL	NULL	NULL	NULL	17
13091	2627	“You can feed your baby formula milk until your milk comes in. This will reduce stimulation and prevent engorgement.”	2	2019-05-27 08:08:16	2020-06-16 16:13:55	0	NULL	NULL	NULL	NULL	NULL	3
13092	2627	“You can take Parlodil to stop your milk production and prevent engorgement.”	3	2019-05-27 08:08:16	2020-05-30 08:04:42	0	NULL	NULL	NULL	NULL	NULL	1
13093	2627	“You need to feed your baby as soon as possible. Also, feeding your baby often would prevent breast engorgement.”	4	2019-05-27 08:08:16	2020-06-16 16:13:55	1	NULL	NULL	NULL	NULL	NULL	79
13094	2628	Negative	1	2019-05-27 08:09:32	2020-05-30 08:04:42	1	NULL	NULL	NULL	NULL	NULL	13
13095	2628	Reactive	2	2019-05-27 08:09:32	2020-07-12 15:35:30	0	NULL	NULL	NULL	NULL	NULL	58
13096	2628	Nonreactive	3	2019-05-27 08:09:32	2020-06-07 21:11:46	0	NULL	NULL	NULL	NULL	NULL	11
13097	2628	Positive	4	2019-05-27 08:09:32	2020-06-29 19:04:43	0	NULL	NULL	NULL	NULL	NULL	17
13098	2629	High forceps delivery	1	2019-05-27 08:10:53	2020-07-11 21:48:11	0	NULL	NULL	NULL	NULL	NULL	11
13099	2629	Oxytocin induction	2	2019-05-27 08:10:53	2020-05-30 08:04:42	0	NULL	NULL	NULL	NULL	NULL	15
13100	2629	Amnioinfusion	3	2019-05-27 08:10:53	2020-07-17 21:47:53	1	NULL	NULL	NULL	NULL	NULL	17
13101	2629	Cesarean birth	4	2019-05-27 08:10:53	2020-07-12 21:12:15	0	NULL	NULL	NULL	NULL	NULL	57
13102	2630	“At around the time I would normally have my period, I should abstain from intercourse.”	1	2019-05-27 08:12:58	2020-05-30 08:04:42	0	NULL	NULL	NULL	NULL	NULL	10
13103	2630	“I should no longer have sex during the last trimester of pregnancy.”	2	2019-05-27 08:12:58	2020-06-12 22:33:47	0	NULL	NULL	NULL	NULL	NULL	22
13104	2630	“My sexual desire will remain the same for the entire pregnancy.”	3	2019-05-27 08:12:58	2020-05-30 08:04:42	0	NULL	NULL	NULL	NULL	NULL	29
13105	2630	“The best time to enjoy sex is in the second trimester.”	4	2019-05-27 08:12:58	2020-06-30 17:31:03	1	NULL	NULL	NULL	NULL	NULL	39
13106	2631	Depo-Provera injection	1	2019-05-27 08:24:53	2020-05-30 08:04:42	0	NULL	NULL	NULL	NULL	NULL	32
13107	2631	Condoms and foam	2	2019-05-27 08:24:53	2020-05-31 05:25:05	1	NULL	NULL	NULL	NULL	NULL	49
